Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,ward,euclidean,5,0.56,19639.57,0.77,2.27
CC General,2,average,euclidean,1,,,,1.37
CC General,2,average,manhattan,1,,,,1.29
CC General,2,average,cosine,34,0.22,4256.2,3.28,1.95
CC General,2,average,chebyshev,1,,,,2.14
CC General,2,average,minkowski,1,,,,4.27
CC General,2,average,mahalanobis,3698,0.4,248518.06,0.24,8.31
CC General,2,complete,euclidean,1,,,,1.46
CC General,2,complete,manhattan,1,,,,1.38
CC General,2,complete,cosine,53,0.07,2968.72,4.94,2.19
CC General,2,complete,chebyshev,1,,,,2.28
CC General,2,complete,minkowski,1,,,,4.51
CC General,2,complete,mahalanobis,4047,0.39,391215.42,0.26,8.73
CC General,2,single,euclidean,1,,,,0.32
CC General,2,single,manhattan,1,,,,0.28
CC General,2,single,cosine,1,,,,0.77
CC General,2,single,chebyshev,1,,,,1.47
CC General,2,single,minkowski,1,,,,2.89
CC General,2,single,mahalanobis,2958,-0.02,552.99,0.3,5.94
CC General,3,ward,euclidean,9,0.45,12612.89,0.86,2.35
CC General,3,average,euclidean,1,,,,1.52
CC General,3,average,manhattan,1,,,,1.4
CC General,3,average,cosine,224,0.3,2705.82,1.58,2.25
CC General,3,average,chebyshev,1,,,,2.4
CC General,3,average,minkowski,1,,,,4.65
CC General,3,average,mahalanobis,5548,0.3,253200.0,0.13,9.55
CC General,3,complete,euclidean,1,,,,1.62
CC General,3,complete,manhattan,1,,,,1.51
CC General,3,complete,cosine,406,0.2,2065.15,1.97,2.46
CC General,3,complete,chebyshev,1,,,,2.46
CC General,3,complete,minkowski,1,,,,4.84
CC General,3,complete,mahalanobis,5773,0.29,371791.82,0.15,9.82
CC General,3,single,euclidean,1,,,,0.34
CC General,3,single,manhattan,1,,,,0.28
CC General,3,single,cosine,10,-0.41,0.51,3.72,1.69
CC General,3,single,chebyshev,1,,,,1.58
CC General,3,single,minkowski,1,,,,3.05
CC General,3,single,mahalanobis,5060,0.15,3549.87,0.15,7.0
CC General,4,ward,euclidean,11,0.44,6913.47,0.99,2.44
CC General,4,average,euclidean,1,,,,1.56
CC General,4,average,manhattan,1,,,,1.55
CC General,4,average,cosine,575,0.34,1969.69,0.8,2.46
CC General,4,average,chebyshev,1,,,,2.52
CC General,4,average,minkowski,1,,,,4.81
CC General,4,average,mahalanobis,6206,0.26,305435.33,0.11,10.18
CC General,4,complete,euclidean,1,,,,1.63
CC General,4,complete,manhattan,1,,,,1.57
CC General,4,complete,cosine,853,0.31,2769.2,0.94,2.68
CC General,4,complete,chebyshev,1,,,,2.58
CC General,4,complete,minkowski,1,,,,4.99
CC General,4,complete,mahalanobis,6382,0.25,404248.27,0.12,10.56
CC General,4,single,euclidean,1,,,,0.32
CC General,4,single,manhattan,1,,,,0.28
CC General,4,single,cosine,137,-0.64,0.64,1.89,1.59
CC General,4,single,chebyshev,1,,,,1.68
CC General,4,single,minkowski,1,,,,3.14
CC General,4,single,mahalanobis,5756,0.17,8911.05,0.12,7.38
